id,name,stat_name,base_stat,effort
29,nidoran-f,special-attack,40,0
29,nidoran-f,special-defense,40,0
29,nidoran-f,speed,41,0
30,nidorina,attack,62,0
30,nidorina,defense,67,0
30,nidorina,hp,70,2
30,nidorina,special-attack,55,0
30,nidorina,special-defense,55,0
30,nidorina,speed,56,0
31,nidoqueen,attack,92,0
31,nidoqueen,defense,87,0
31,nidoqueen,hp,90,3
31,nidoqueen,special-attack,75,0
31,nidoqueen,special-defense,85,0
31,nidoqueen,speed,76,0
32,nidoran-m,attack,57,1
32,nidoran-m,defense,40,0
32,nidoran-m,hp,46,0
32,nidoran-m,special-attack,40,0
32,nidoran-m,special-defense,40,0
32,nidoran-m,speed,50,0
33,nidorino,attack,72,2
33,nidorino,defense,57,0
33,nidorino,hp,61,0
33,nidorino,special-attack,55,0
33,nidorino,special-defense,55,0
33,nidorino,speed,65,0
34,nidoking,attack,102,3
34,nidoking,defense,77,0
34,nidoking,hp,81,0
34,nidoking,special-attack,85,0
34,nidoking,special-defense,75,0
34,nidoking,speed,85,0
35,clefairy,attack,45,0
35,clefairy,defense,48,0
35,clefairy,hp,70,2
35,clefairy,special-attack,60,0
35,clefairy,special-defense,65,0
35,clefairy,speed,35,0
36,clefable,attack,70,0
36,clefable,defense,73,0
36,clefable,hp,95,3
36,clefable,special-attack,95,0
36,clefable,special-defense,90,0
36,clefable,speed,60,0
37,vulpix,attack,41,0
37,vulpix,defense,40,0
37,vulpix,hp,38,0
37,vulpix,special-attack,50,0
37,vulpix,special-defense,65,0
37,vulpix,speed,65,1
38,ninetales,attack,76,0
38,ninetales,defense,75,0
38,ninetales,hp,73,0
38,ninetales,special-attack,81,0
38,ninetales,special-defense,100,1
38,ninetales,speed,100,1
39,jigglypuff,attack,45,0
39,jigglypuff,defense,20,0
39,jigglypuff,hp,115,2
39,jigglypuff,special-attack,45,0
39,jigglypuff,special-defense,25,0
39,jigglypuff,speed,20,0
40,wigglytuff,attack,70,0
40,wigglytuff,defense,45,0
40,wigglytuff,hp,140,3
40,wigglytuff,special-attack,85,0
40,wigglytuff,special-defense,50,0
40,wigglytuff,speed,45,0
41,zubat,attack,45,0
41,zubat,defense,35,0
41,zubat,hp,40,0
41,zubat,special-attack,30,0
41,zubat,special-defense,40,0
41,zubat,speed,55,1
42,golbat,attack,80,0
42,golbat,defense,70,0
42,golbat,hp,75,0
42,golbat,special-attack,65,0
42,golbat,special-defense,75,0
42,golbat,speed,90,2
43,oddish,attack,50,0
43,oddish,defense,55,0
43,oddish,hp,45,0
43,oddish,special-attack,75,1
43,oddish,special-defense,65,0
43,oddish,speed,30,0
44,gloom,attack,65,0
44,gloom,defense,70,0
44,gloom,hp,60,0
44,gloom,special-attack,85,2
44,gloom,special-defense,75,0
44,gloom,speed,40,0
45,vileplume,attack,80,0
45,vileplume,defense,85,0
45,vileplume,hp,75,0
45,vileplume,special-attack,110,3
45,vileplume,special-defense,90,0
45,vileplume,speed,50,0
46,paras,attack,70,1
46,paras,defense,55,0
46,paras,hp,35,0
46,paras,special-attack,45,0
46,paras,special-defense,55,0
46,paras,speed,25,0
47,parasect,attack,95,2
47,parasect,defense,80,1
47,parasect,hp,60,0
47,parasect,special-attack,60,0
47,parasect,special-defense,80,0
47,parasect,speed,30,0
48,venonat,attack,55,0
48,venonat,defense,50,0
48,venonat,hp,60,0
48,venonat,special-attack,40,0
48,venonat,special-defense,55,1
48,venonat,speed,45,0
49,venomoth,attack,65,0
49,venomoth,defense,60,0
49,venomoth,hp,70,0
49,venomoth,special-attack,90,1
49,venomoth,special-defense,75,0
49,venomoth,speed,90,1
50,diglett,attack,55,0
50,diglett,defense,25,0
50,diglett,hp,10,0
50,diglett,special-attack,35,0
50,diglett,special-defense,45,0
50,diglett,speed,95,1
51,dugtrio,attack,100,0
51,dugtrio,defense,50,0
51,dugtrio,hp,35,0
51,dugtrio,special-attack,50,0
51,dugtrio,special-defense,70,0
51,dugtrio,speed,120,2
52,meowth,attack,45,0
52,meowth,defense,35,0
52,meowth,hp,40,0
52,meowth,special-attack,40,0
52,meowth,special-defense,40,0
52,meowth,speed,90,1
53,persian,attack,70,0
53,persian,defense,60,0
53,persian,hp,65,0
53,persian,special-attack,65,0
53,persian,special-defense,65,0
53,persian,speed,115,2
54,psyduck,attack,52,0
54,psyduck,defense,48,0
54,psyduck,hp,50,0
54,psyduck,special-attack,65,1
54,psyduck,special-defense,50,0
54,psyduck,speed,55,0
55,golduck,attack,82,0
55,golduck,defense,78,0
55,golduck,hp,80,0
55,golduck,special-attack,95,2
55,golduck,special-defense,80,0
55,golduck,speed,85,0
56,mankey,attack,80,1
56,mankey,defense,35,0
56,mankey,hp,40,0
56,mankey,special-attack,35,0
56,mankey,special-defense,45,0
56,mankey,speed,70,0
57,primeape,attack,105,2
57,primeape,defense,60,0
57,primeape,hp,65,0
57,primeape,special-attack,60,0
57,primeape,special-defense,70,0
57,primeape,speed,95,0
58,growlithe,attack,70,1
58,growlithe,defense,45,0
58,growlithe,hp,55,0
58,growlithe,special-attack,70,0
58,growlithe,special-defense,50,0
58,growlithe,speed,60,0
59,arcanine,attack,110,2
59,arcanine,defense,80,0
59,arcanine,hp,90,0
59,arcanine,special-attack,100,0
59,arcanine,special-defense,80,0
59,arcanine,speed,95,0
60,poliwag,attack,50,0
60,poliwag,defense,40,0
60,poliwag,hp,40,0
60,poliwag,special-attack,40,0
60,poliwag,special-defense,40,0
60,poliwag,speed,90,1
61,poliwhirl,attack,65,0
61,poliwhirl,defense,65,0
61,poliwhirl,hp,65,0
61,poliwhirl,special-attack,50,0
61,poliwhirl,special-defense,50,0
61,poliwhirl,speed,90,2
62,poliwrath,attack,95,0
62,poliwrath,defense,95,3
62,poliwrath,hp,90,0
62,poliwrath,special-attack,70,0
62,poliwrath,special-defense,90,0
62,poliwrath,speed,70,0
63,abra,attack,20,0
63,abra,defense,15,0
63,abra,hp,25,0
63,abra,special-attack,105,1
63,abra,special-defense,55,0
63,abra,speed,90,0
64,kadabra,attack,35,0
64,kadabra,defense,30,0
64,kadabra,hp,40,0
64,kadabra,special-attack,120,2
64,kadabra,special-defense,70,0
64,kadabra,speed,105,0
65,alakazam,attack,50,0
65,alakazam,defense,45,0
65,alakazam,hp,55,0
65,alakazam,special-attack,135,3
65,alakazam,special-defense,95,0
65,alakazam,speed,120,0
66,machop,attack,80,1
66,machop,defense,50,0
66,machop,hp,70,0
66,machop,special-attack,35,0
66,machop,special-defense,35,0
66,machop,speed,35,0
67,machoke,attack,100,2
67,machoke,defense,70,0
67,machoke,hp,80,0
67,machoke,special-attack,50,0
67,machoke,special-defense,60,0
67,machoke,speed,45,0
68,machamp,attack,130,3
68,machamp,defense,80,0
68,machamp,hp,90,0
68,machamp,special-attack,65,0
68,machamp,special-defense,85,0
68,machamp,speed,55,0
69,bellsprout,attack,75,1
69,bellsprout,defense,35,0
69,bellsprout,hp,50,0
69,bellsprout,special-attack,70,0
69,bellsprout,special-defense,30,0
69,bellsprout,speed,40,0
70,weepinbell,attack,90,2
70,weepinbell,defense,50,0
70,weepinbell,hp,65,0
70,weepinbell,special-attack,85,0
70,weepinbell,special-defense,45,0
70,weepinbell,speed,55,0
71,victreebel,attack,105,3
71,victreebel,defense,65,0
71,victreebel,hp,80,0
71,victreebel,special-attack,100,0
71,victreebel,special-defense,70,0
71,victreebel,speed,70,0
72,tentacool,attack,40,0
72,tentacool,defense,35,0
72,tentacool,hp,40,0
72,tentacool,special-attack,50,0
72,tentacool,special-defense,100,1
72,tentacool,speed,70,0
73,tentacruel,attack,70,0
73,tentacruel,defense,65,0
73,tentacruel,hp,80,0
73,tentacruel,special-attack,80,0
73,tentacruel,special-defense,120,2
73,tentacruel,speed,100,0
74,geodude,attack,80,0
74,geodude,defense,100,1
74,geodude,hp,40,0
74,geodude,special-attack,30,0
74,geodude,special-defense,30,0
74,geodude,speed,20,0
75,graveler,attack,95,0
75,graveler,defense,115,2
75,graveler,hp,55,0
75,graveler,special-attack,45,0
75,graveler,special-defense,45,0
75,graveler,speed,35,0
76,golem,attack,120,0
76,golem,defense,130,3
76,golem,hp,80,0
76,golem,special-attack,55,0
76,golem,special-defense,65,0
76,golem,speed,45,0
77,ponyta,attack,85,0
77,ponyta,defense,55,0
77,ponyta,hp,50,0
77,ponyta,special-attack,65,0
77,ponyta,special-defense,65,0
77,ponyta,speed,90,1
78,rapidash,attack,100,0
78,rapidash,defense,70,0
78,rapidash,hp,65,0
78,rapidash,special-attack,80,0
78,rapidash,special-defense,80,0
78,rapidash,speed,105,2
79,slowpoke,attack,65,0
79,slowpoke,defense,65,0
79,slowpoke,hp,90,1
79,slowpoke,special-attack,40,0
79,slowpoke,special-defense,40,0
79,slowpoke,speed,15,0
80,slowbro,attack,75,0
80,slowbro,defense,110,2
80,slowbro,hp,95,0
80,slowbro,special-attack,100,0
80,slowbro,special-defense,80,0
80,slowbro,speed,30,0
81,magnemite,attack,35,0
81,magnemite,defense,70,0
81,magnemite,hp,25,0
81,magnemite,special-attack,95,1
81,magnemite,special-defense,55,0
81,magnemite,speed,45,0
82,magneton,attack,60,0
82,magneton,defense,95,0
82,magneton,hp,50,0
82,magneton,special-attack,120,2
82,magneton,special-defense,70,0
82,magneton,speed,70,0
83,farfetchd,attack,90,1
83,farfetchd,defense,55,0
83,farfetchd,hp,52,0
83,farfetchd,special-attack,58,0
83,farfetchd,special-defense,62,0
83,farfetchd,speed,60,0
84,doduo,attack,85,1
84,doduo,defense,45,0
84,doduo,hp,35,0
84,doduo,special-attack,35,0
84,doduo,special-defense,35,0
84,doduo,speed,75,0
85,dodrio,attack,110,2
85,dodrio,defense,70,0
85,dodrio,hp,60,0
85,dodrio,special-attack,60,0
85,dodrio,special-defense,60,0
85,dodrio,speed,110,0
86,seel,attack,45,0
86,seel,defense,55,0
86,seel,hp,65,0
86,seel,special-attack,45,0
86,seel,special-defense,70,1
86,seel,speed,45,0
87,dewgong,attack,70,0
87,dewgong,defense,80,0
87,dewgong,hp,90,0
87,dewgong,special-attack,70,0
87,dewgong,special-defense,95,2
87,dewgong,speed,70,0
88,grimer,attack,80,0
88,grimer,defense,50,0
88,grimer,hp,80,1
88,grimer,special-attack,40,0
88,grimer,special-defense,50,0
88,grimer,speed,25,0
89,muk,attack,105,1
89,muk,defense,75,0
89,muk,hp,105,1
89,muk,special-attack,65,0
89,muk,special-defense,100,0
89,muk,speed,50,0
90,shellder,attack,65,0
90,shellder,defense,100,1
90,shellder,hp,30,0
90,shellder,special-attack,45,0
90,shellder,special-defense,25,0
90,shellder,speed,40,0
91,cloyster,attack,95,0
91,cloyster,defense,180,2
91,cloyster,hp,50,0
91,cloyster,special-attack,85,0
91,cloyster,special-defense,45,0
91,cloyster,speed,70,0
92,gastly,attack,35,0
92,gastly,defense,30,0
92,gastly,hp,30,0
92,gastly,special-attack,100,1
92,gastly,special-defense,35,0
92,gastly,speed,80,0
93,haunter,attack,50,0
93,haunter,defense,45,0
93,haunter,hp,45,0
93,haunter,special-attack,115,2
93,haunter,special-defense,55,0
93,haunter,speed,95,0
94,gengar,attack,65,0
94,gengar,defense,60,0
94,gengar,hp,60,0
94,gengar,special-attack,130,3
94,gengar,special-defense,75,0
94,gengar,speed,110,0
95,onix,attack,45,0
95,onix,defense,160,1
95,onix,hp,35,0
95,onix,special-attack,30,0
95,onix,special-defense,45,0
95,onix,speed,70,0
96,drowzee,attack,48,0
96,drowzee,defense,45,0
96,drowzee,hp,60,0
96,drowzee,special-attack,43,0
96,drowzee,special-defense,90,1
96,drowzee,speed,42,0
97,hypno,attack,73,0
97,hypno,defense,70,0
97,hypno,hp,85,0
97,hypno,special-attack,73,0
97,hypno,special-defense,115,2
97,hypno,speed,67,0
98,krabby,attack,105,1
98,krabby,defense,90,0
98,krabby,hp,30,0
98,krabby,special-attack,25,0
98,krabby,special-defense,25,0
98,krabby,speed,50,0
99,kingler,attack,130,2
99,kingler,defense,115,0
99,kingler,hp,55,0
99,kingler,special-attack,50,0
99,kingler,special-defense,50,0
99,kingler,speed,75,0
100,voltorb,attack,30,0
100,voltorb,defense,50,0
100,voltorb,hp,40,0
100,voltorb,special-attack,55,0
100,voltorb,special-defense,55,0
100,voltorb,speed,100,1
101,electrode,attack,50,0
101,electrode,defense,70,0
101,electrode,hp,60,0
101,electrode,special-attack,80,0
101,electrode,special-defense,80,0
101,electrode,speed,150,2
102,exeggcute,attack,40,0
102,exeggcute,defense,80,1
102,exeggcute,hp,60,0
102,exeggcute,special-attack,60,0
102,exeggcute,special-defense,45,0
102,exeggcute,speed,40,0
103,exeggutor,attack,95,0
103,exeggutor,defense,85,0
103,exeggutor,hp,95,0
103,exeggutor,special-attack,125,2
103,exeggutor,special-defense,75,0
103,exeggutor,speed,55,0
104,cubone,attack,50,0
104,cubone,defense,95,1
104,cubone,hp,50,0
104,cubone,special-attack,40,0
104,cubone,special-defense,50,0
104,cubone,speed,35,0
105,marowak,attack,80,0
105,marowak,defense,110,2
105,marowak,hp,60,0
105,marowak,special-attack,50,0
105,marowak,special-defense,80,0
105,marowak,speed,45,0
106,hitmonlee,attack,120,2
106,hitmonlee,defense,53,0
106,hitmonlee,hp,50,0
106,hitmonlee,special-attack,35,0
106,hitmonlee,special-defense,110,0
106,hitmonlee,speed,87,0
107,hitmonchan,attack,105,0
107,hitmonchan,defense,79,0
107,hitmonchan,hp,50,0
107,hitmonchan,special-attack,35,0
107,hitmonchan,special-defense,110,2
107,hitmonchan,speed,76,0
108,lickitung,attack,55,0
108,lickitung,defense,75,0
108,lickitung,hp,90,2
108,lickitung,special-attack,60,0
108,lickitung,special-defense,75,0
108,lickitung,speed,30,0
109,koffing,attack,65,0
109,koffing,defense,95,1
109,koffing,hp,40,0
109,koffing,special-attack,60,0
109,koffing,special-defense,45,0
109,koffing,speed,35,0
110,weezing,attack,90,0
110,weezing,defense,120,2
110,weezing,hp,65,0
110,weezing,special-attack,85,0
110,weezing,special-defense,70,0
110,weezing,speed,60,0
111,rhyhorn,attack,85,0
111,rhyhorn,defense,95,1
111,rhyhorn,hp,80,0
111,rhyhorn,special-attack,30,0
111,rhyhorn,special-defense,30,0
111,rhyhorn,speed,25,0
112,rhydon,attack,130,2
112,rhydon,defense,120,0
112,rhydon,hp,105,0
112,rhydon,special-attack,45,0
112,rhydon,special-defense,45,0
112,rhydon,speed,40,0
113,chansey,attack,5,0
113,chansey,defense,5,0
113,chansey,hp,250,2
113,chansey,special-attack,35,0
113,chansey,special-defense,105,0
113,chansey,speed,50,0
114,tangela,attack,55,0
114,tangela,defense,115,1
114,tangela,hp,65,0
114,tangela,special-attack,100,0
114,tangela,special-defense,40,0
114,tangela,speed,60,0
115,kangaskhan,attack,95,0
115,kangaskhan,defense,80,0
115,kangaskhan,hp,105,2
115,kangaskhan,special-attack,40,0
115,kangaskhan,special-defense,80,0
115,kangaskhan,speed,90,0
116,horsea,attack,40,0
116,horsea,defense,70,0
116,horsea,hp,30,0
116,horsea,special-attack,70,1
116,horsea,special-defense,25,0
116,horsea,speed,60,0
117,seadra,attack,65,0
117,seadra,defense,95,1
117,seadra,hp,55,0
117,seadra,special-attack,95,1
117,seadra,special-defense,45,0
117,seadra,speed,85,0
118,goldeen,attack,67,1
118,goldeen,defense,60,0
118,goldeen,hp,45,0
118,goldeen,special-attack,35,0
118,goldeen,special-defense,50,0
118,goldeen,speed,63,0
119,seaking,attack,92,2
119,seaking,defense,65,0
119,seaking,hp,80,0
119,seaking,special-attack,65,0
119,seaking,special-defense,80,0
119,seaking,speed,68,0
120,staryu,attack,45,0
120,staryu,defense,55,0
120,staryu,hp,30,0
120,staryu,special-attack,70,0
120,staryu,special-defense,55,0
120,staryu,speed,85,1
121,starmie,attack,75,0
121,starmie,defense,85,0
121,starmie,hp,60,0
121,starmie,special-attack,100,0
121,starmie,special-defense,85,0
121,starmie,speed,115,2
122,mr-mime,attack,45,0
122,mr-mime,defense,65,0
122,mr-mime,hp,40,0
122,mr-mime,special-attack,100,0
122,mr-mime,special-defense,120,2
122,mr-mime,speed,90,0
123,scyther,attack,110,1
123,scyther,defense,80,0
123,scyther,hp,70,0
123,scyther,special-attack,55,0
123,scyther,special-defense,80,0
123,scyther,speed,105,0
124,jynx,attack,50,0
124,jynx,defense,35,0
124,jynx,hp,65,0
124,jynx,special-attack,115,2
124,jynx,special-defense,95,0
124,jynx,speed,95,0
125,electabuzz,attack,83,0
125,electabuzz,defense,57,0
125,electabuzz,hp,65,0
125,electabuzz,special-attack,95,0
125,electabuzz,special-defense,85,0
125,electabuzz,speed,105,2
126,magmar,attack,95,0
126,magmar,defense,57,0
126,magmar,hp,65,0
126,magmar,special-attack,100,2
126,magmar,special-defense,85,0
126,magmar,speed,93,0
127,pinsir,attack,125,2
127,pinsir,defense,100,0
127,pinsir,hp,65,0
127,pinsir,special-attack,55,0
127,pinsir,special-defense,70,0
127,pinsir,speed,85,0
128,tauros,attack,100,1
128,tauros,defense,95,0
128,tauros,hp,75,0
128,tauros,special-attack,40,0
128,tauros,special-defense,70,0
128,tauros,speed,110,1
129,magikarp,attack,10,0
129,magikarp,defense,55,0
129,magikarp,hp,20,0
129,magikarp,special-attack,15,0
129,magikarp,special-defense,20,0
129,magikarp,speed,80,1
130,gyarados,attack,125,2
130,gyarados,defense,79,0
130,gyarados,hp,95,0
130,gyarados,special-attack,60,0
130,gyarados,special-defense,100,0
130,gyarados,speed,81,0
131,lapras,attack,85,0
131,lapras,defense,80,0
131,lapras,hp,130,2
131,lapras,special-attack,85,0
131,lapras,special-defense,95,0
131,lapras,speed,60,0
132,ditto,attack,48,0
132,ditto,defense,48,0
132,ditto,hp,48,1
132,ditto,special-attack,48,0
132,ditto,special-defense,48,0
132,ditto,speed,48,0
133,eevee,attack,55,0
133,eevee,defense,50,0
133,eevee,hp,55,0
133,eevee,special-attack,45,0
133,eevee,special-defense,65,1
133,eevee,speed,55,0
134,vaporeon,attack,65,0
134,vaporeon,defense,60,0
134,vaporeon,hp,130,2
134,vaporeon,special-attack,110,0
134,vaporeon,special-defense,95,0
134,vaporeon,speed,65,0
135,jolteon,attack,65,0
135,jolteon,defense,60,0
135,jolteon,hp,65,0
135,jolteon,special-attack,110,0
135,jolteon,special-defense,95,0
135,jolteon,speed,130,2
136,flareon,attack,130,2
136,flareon,defense,60,0
136,flareon,hp,65,0
136,flareon,special-attack,95,0
136,flareon,special-defense,110,0
136,flareon,speed,65,0
137,porygon,attack,60,0
137,porygon,defense,70,0
137,porygon,hp,65,0
137,porygon,special-attack,85,1
137,porygon,special-defense,75,0
137,porygon,speed,40,0
138,omanyte,attack,40,0
138,omanyte,defense,100,1
138,omanyte,hp,35,0
138,omanyte,special-attack,90,0
138,omanyte,special-defense,55,0
138,omanyte,speed,35,0
139,omastar,attack,60,0
139,omastar,defense,125,2
139,omastar,hp,70,0
139,omastar,special-attack,115,0
139,omastar,special-defense,70,0
139,omastar,speed,55,0
140,kabuto,attack,80,0
140,kabuto,defense,90,1
140,kabuto,hp,30,0
140,kabuto,special-attack,55,0
140,kabuto,special-defense,45,0
140,kabuto,speed,55,0
141,kabutops,attack,115,2
141,kabutops,defense,105,0
141,kabutops,hp,60,0
141,kabutops,special-attack,65,0
141,kabutops,special-defense,70,0
141,kabutops,speed,80,0
142,aerodactyl,attack,105,0
142,aerodactyl,defense,65,0
142,aerodactyl,hp,80,0
142,aerodactyl,special-attack,60,0
142,aerodactyl,special-defense,75,0
142,aerodactyl,speed,130,2
143,snorlax,attack,110,0
143,snorlax,defense,65,0
143,snorlax,hp,160,2
143,snorlax,special-attack,65,0
143,snorlax,special-defense,110,0
143,snorlax,speed,30,0
144,articuno,attack,85,0
144,articuno,defense,100,0
144,articuno,hp,90,0
144,articuno,special-attack,95,0
144,articuno,special-defense,125,3
144,articuno,speed,85,0
145,zapdos,attack,90,0
145,zapdos,defense,85,0
145,zapdos,hp,90,0
145,zapdos,special-attack,125,3
145,zapdos,special-defense,90,0
145,zapdos,speed,100,0
146,moltres,attack,100,0
146,moltres,defense,90,0
146,moltres,hp,90,0
146,moltres,special-attack,125,3
146,moltres,special-defense,85,0
146,moltres,speed,90,0
147,dratini,attack,64,1
147,dratini,defense,45,0
147,dratini,hp,41,0
147,dratini,special-attack,50,0
147,dratini,special-defense,50,0
147,dratini,speed,50,0
148,dragonair,attack,84,2
148,dragonair,defense,65,0
148,dragonair,hp,61,0
148,dragonair,special-attack,70,0
148,dragonair,special-defense,70,0
148,dragonair,speed,70,0
149,dragonite,attack,134,3
149,dragonite,defense,95,0
149,dragonite,hp,91,0
149,dragonite,special-attack,100,0
149,dragonite,special-defense,100,0
149,dragonite,speed,80,0
150,mewtwo,attack,110,0
150,mewtwo,defense,90,0
150,mewtwo,hp,106,0
150,mewtwo,special-attack,154,3
150,mewtwo,special-defense,90,0
150,mewtwo,speed,130,0
151,mew,attack,100,0
151,mew,defense,100,0
151,mew,hp,100,3
151,mew,special-attack,100,0
151,mew,special-defense,100,0
151,mew,speed,100,0
152,chikorita,attack,49,0
152,chikorita,defense,65,0
152,chikorita,hp,45,0
152,chikorita,special-attack,49,0
152,chikorita,special-defense,65,1
152,chikorita,speed,45,0
153,bayleef,attack,62,0
153,bayleef,defense,80,1
153,bayleef,hp,60,0
153,bayleef,special-attack,63,0
153,bayleef,special-defense,80,1
153,bayleef,speed,60,0
154,meganium,attack,82,0
154,meganium,defense,100,1
154,meganium,hp,80,0
154,meganium,special-attack,83,0
154,meganium,special-defense,100,2
154,meganium,speed,80,0
155,cyndaquil,attack,52,0
155,cyndaquil,defense,43,0
155,cyndaquil,hp,39,0
155,cyndaquil,special-attack,60,0
155,cyndaquil,special-defense,50,0
155,cyndaquil,speed,65,1
156,quilava,attack,64,0
156,quilava,defense,58,0
156,quilava,hp,58,0
156,quilava,special-attack,80,1
156,quilava,special-defense,65,0
156,quilava,speed,80,1
157,typhlosion,attack,84,0
157,typhlosion,defense,78,0
157,typhlosion,hp,78,0
157,typhlosion,special-attack,109,3
157,typhlosion,special-defense,85,0
157,typhlosion,speed,100,0
158,totodile,attack,65,1
158,totodile,defense,64,0
158,totodile,hp,50,0
158,totodile,special-attack,44,0
158,totodile,special-defense,48,0
158,totodile,speed,43,0
159,croconaw,attack,80,1
159,croconaw,defense,80,1
159,croconaw,hp,65,0
159,croconaw,special-attack,59,0
159,croconaw,special-defense,63,0
159,croconaw,speed,58,0
160,feraligatr,attack,105,2
160,feraligatr,defense,100,1
160,feraligatr,hp,85,0
160,feraligatr,special-attack,79,0
160,feraligatr,special-defense,83,0
160,feraligatr,speed,78,0
161,sentret,attack,46,1
161,sentret,defense,34,0
161,sentret,hp,35,0
161,sentret,special-attack,35,0
161,sentret,special-defense,45,0
161,sentret,speed,20,0
162,furret,attack,76,0
